entry_idx,exit_idx,entry_price,exit_price,side,pnl,balance,reason
152,156,43894.832195453266,45113.1951199001,short,-13.878204603012845,986.1217953969872,SL
490,494,51317.31314940162,52560.606564947,short,-12.113781287864194,974.008014109123,SL
